etf,symbol,period,test_name,calculated,reference,abs_diff,pct_diff,tolerance,result,source,source_url,comment
SCHY,ASX:WES,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,MIL:ENI,2025,eps_reconciliation,0.8445322366503676,0.8445322366503676,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,MIL:ENI,2025,balance_sheet_identity,137069000000,137069000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,MIL:ENI,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,ASX:RIO,2025,eps_reconciliation,5.612113846959465,5.612113846959465,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,ASX:RIO,2025,balance_sheet_identity,95072180320,95072180320,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,ASX:RIO,2025,currency_match,0.0,1.0,1.0,1.0,0.0,BLOCKER,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,EURONEXT:ML,2025,eps_reconciliation,2.3348988140396836,2.3348988140396836,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,EURONEXT:ML,2025,balance_sheet_identity,35018000000,35018000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,EURONEXT:ML,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,LSE:VOD,2026,eps_reconciliation,-0.014438531214086085,-0.014438531214086085,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,LSE:VOD,2026,balance_sheet_identity,113555930949.02324,113555930949.02324,0.0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,LSE:VOD,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,XETR:ALV,2025,eps_reconciliation,28.13619393742914,28.13619393742914,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,XETR:ALV,2025,balance_sheet_identity,1024276000000,1024276000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,XETR:ALV,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,HEL:KNEBV,2025,eps_reconciliation,1.8881228002242398,1.8881228002242398,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,HEL:KNEBV,2025,balance_sheet_identity,9052000000,9052000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,HEL:KNEBV,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SIX:SCMN,2025,eps_reconciliation,24.535969509299335,24.535969509299335,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SIX:SCMN,2025,balance_sheet_identity,36023000000,36023000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SIX:SCMN,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,EURONEXT:KPN,2025,eps_reconciliation,0.22352579520499663,0.22352579520499663,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,EURONEXT:KPN,2025,balance_sheet_identity,12696000000,12696000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,EURONEXT:KPN,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,EURONEXT:AD,2025,eps_reconciliation,2.501657458563536,2.501657458563536,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,EURONEXT:AD,2025,balance_sheet_identity,49089000000,49089000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,EURONEXT:AD,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TADAWUL:7010,2025,eps_reconciliation,2.965606,2.965606,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TADAWUL:7010,2025,balance_sheet_identity,157476669000,157476669000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TADAWUL:7010,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SIX:SGSN,2025,eps_reconciliation,3.461139896373057,3.461139896373057,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SIX:SGSN,2025,balance_sheet_identity,7883000000,7883000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SIX:SGSN,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SIX:ZURN,2025,eps_reconciliation,37.40237140205919,37.40237140205919,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SIX:ZURN,2025,balance_sheet_identity,322665852180,322665852180,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SIX:ZURN,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSE:2914,2025,eps_reconciliation,287.3258965857681,287.3258965857681,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSE:2914,2025,balance_sheet_identity,8419240000000,8419240000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSE:2914,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,NSE:POWERGRID,2026,eps_reconciliation,17.12571603949105,17.12571603949105,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,NSE:POWERGRID,2026,balance_sheet_identity,2947272600000,2947272600000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,NSE:POWERGRID,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,HKEX:939,2025,eps_reconciliation,0.9575745140368115,0.9575745140368115,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,HKEX:939,2025,balance_sheet_identity,45631818000000,45631818000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,HKEX:939,2025,currency_match,0.0,1.0,1.0,1.0,0.0,BLOCKER,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,LSE:IMB,2025,eps_reconciliation,2.4933782807608957,2.4933782807608957,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,LSE:IMB,2025,balance_sheet_identity,28715000000,28715000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,LSE:IMB,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,NSE:HCLTECH,2026,eps_reconciliation,61.357392516930496,61.357392516930496,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,NSE:HCLTECH,2026,balance_sheet_identity,1162580000000,1162580000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,NSE:HCLTECH,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,ASX:TLS,2025,eps_reconciliation,0.18800000000588582,0.18800000000588582,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,ASX:TLS,2025,balance_sheet_identity,44968000000,44968000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,ASX:TLS,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSX:BNS,2025,eps_reconciliation,5.83573717948718,5.83573717948718,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSX:BNS,2025,balance_sheet_identity,1460042000000,1460042000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSX:BNS,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SGX:D05,2025,eps_reconciliation,3.8364912280701753,3.8364912280701753,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SGX:D05,2025,balance_sheet_identity,897488000000,897488000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SGX:D05,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,OSL:TEL,2025,eps_reconciliation,5.141019915787843,5.141019915787843,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,OSL:TEL,2025,balance_sheet_identity,221651000000,221651000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,OSL:TEL,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SIX:KNIN,2025,eps_reconciliation,7.415107548526519,7.415107548526519,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SIX:KNIN,2025,balance_sheet_identity,11927000000,11927000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SIX:KNIN,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,BME:ELE,2025,eps_reconciliation,2.096816521004728,2.096816521004728,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,BME:ELE,2025,balance_sheet_identity,37482000000,37482000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,BME:ELE,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,HEL:ELISA,2025,eps_reconciliation,2.1288250379702713,2.1288250379702713,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,HEL:ELISA,2025,balance_sheet_identity,3515700000,3515700000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,HEL:ELISA,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSX:MFC,2025,eps_reconciliation,3.1973067915690865,3.1973067915690865,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSX:MFC,2025,balance_sheet_identity,1025433000000,1025433000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSX:MFC,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSX:BCE,2025,eps_reconciliation,6.789999996866154,6.789999996866154,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSX:BCE,2025,balance_sheet_identity,80165000000,80165000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSX:BCE,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,IDX:TLKM,2025,eps_reconciliation,176.51745537856542,176.51745537856542,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,IDX:TLKM,2025,balance_sheet_identity,287280000000000,287280000000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,IDX:TLKM,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSE:1878,2026,eps_reconciliation,298.95999958073753,298.95999958073753,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSE:1878,2026,balance_sheet_identity,1367502000000,1367502000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSE:1878,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,MIL:G,2025,eps_reconciliation,2.6993122840068557,2.6993122840068557,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,MIL:G,2025,balance_sheet_identity,558529000000,558529000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,MIL:G,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SGX:U11,2025,eps_reconciliation,2.801217650184036,2.801217650184036,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SGX:U11,2025,balance_sheet_identity,572061000000,572061000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SGX:U11,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,B3:ITUB4,2025,eps_reconciliation,3.781419703467215,3.781419703467215,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,B3:ITUB4,2025,balance_sheet_identity,3066169000000,3066169000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,B3:ITUB4,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,QSE:IQCD,2025,eps_reconciliation,0.710752561983471,0.710752561983471,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,QSE:IQCD,2025,balance_sheet_identity,43138075000,43138075000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,QSE:IQCD,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,SET:PTTEP,2025,eps_reconciliation,15.182154156171284,15.182154156171284,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,SET:PTTEP,2025,balance_sheet_identity,933936670000,933936670000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,SET:PTTEP,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,LSE:CCH,2025,eps_reconciliation,2.2571695126298725,2.2571695126298725,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,LSE:CCH,2025,balance_sheet_identity,10114600502.87863,10114600502.87863,0.0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,LSE:CCH,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSX:SLF,2025,eps_reconciliation,6.477031802120141,6.477031802120141,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSX:SLF,2025,balance_sheet_identity,398455000000,398455000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSX:SLF,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,JSE:VOD,2026,eps_reconciliation,10.387474528746022,10.387474528746022,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,JSE:VOD,2026,balance_sheet_identity,276433000000,276433000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,JSE:VOD,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,BME:NTGY,2025,eps_reconciliation,2.174308866853485,2.174308866853485,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,BME:NTGY,2025,balance_sheet_identity,39101000000,39101000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,BME:NTGY,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,KRX:033780,2025,eps_reconciliation,10220.000034689452,10220.000034689452,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,KRX:033780,2025,balance_sheet_identity,14189127000000,14189127000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,KRX:033780,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,B3:ABEV3,2025,eps_reconciliation,0.9884913828830839,0.9884913828830839,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,B3:ABEV3,2025,balance_sheet_identity,145087200000,145087200000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,B3:ABEV3,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,TSX:QBR.A,2025,eps_reconciliation,3.689655172413793,3.689655172413793,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,TSX:QBR.A,2025,balance_sheet_identity,12812200000,12812200000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,TSX:QBR.A,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,NSE:ITC,2026,eps_reconciliation,16.508584036411683,16.508584036411683,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,NSE:ITC,2026,balance_sheet_identity,937923800000,937923800000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,NSE:ITC,2026,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,JSE:BVT,2025,eps_reconciliation,17.82511330625145,17.82511330625145,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,JSE:BVT,2025,balance_sheet_identity,124590172000,124590172000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,JSE:BVT,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,JSE:BVT,2025,dividend_presence,,,,,,WARNING,internal,,Nenhum campo de dividendos encontrado na ROIC para este ativo.
SCHY,KRX:005380,2025,eps_reconciliation,36225.31068241742,36225.31068241742,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,KRX:005380,2025,balance_sheet_identity,368844849000000,368844849000000,0,0.0,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
SCHY,KRX:005380,2025,currency_match,1.0,1.0,0.0,0.0,0.0,PASS,internal,,"Moeda do demonstrativo versus moeda do preço, com conversão de subunidade quando aplicável."
SCHY,ASX:QBE,2025,eps_reconciliation,2.1217590299707854,2.1217590299707854,0.0,0.0,0.05,PASS,internal,,Lucro ordinário dividido por ações diluídas versus EPS reportado.
SCHY,ASX:QBE,2025,balance_sheet_identity,72710283499.99985,72710283500,0.000152587890625,2.0985737268511728e-15,0.02,PASS,internal,,Ativos devem ser aproximadamente iguais a passivos + patrimônio.
